in_response_to_tweet_id,customer_text,text,created_at,intent
9955,"@AmazonHelp amazon just doesn’t seem to get it together, poor customer service, warranty is a scam",@117845 Sorry to hear you're having issues with your Fire tablet. Seems to be a bit of an issue with the link above. Please provide info here: https://t.co/R55eEQwSEs so we can look into this for you. ^ES,Wed Nov 22 11:58:32 +0000 2017,other
49928,"@115850 I mean, almost everybody else is recieving free bookmarks. But not me. Even though I always buy from verified sellers.
Why? 😢",@127182 We constantly strive to improve our services and we'll consider your feedback to provide a better shopping experience.(2/2)^BS,Wed Nov 01 17:45:00 +0000 2017,other
27364,@121888 @121992 @120474 same issue - and no reply from @120474,"@122088 Hi Andy, Please use this link to get in touch and we'll help: https://t.co/JzP7hlA23B ^RL",Wed Nov 01 10:48:00 +0000 2017,other
23181,"Par contre @120533 , vous allez très vite me rembourser mes colis NON LIVRABLES parce que vous ne savez pas effectué le tri correctement.","@121049 Bonjour, pourriez-vous m'expliquer davantage la situation s'il vous plaît ? ^FA",Wed Nov 01 08:50:24 +0000 2017,damaged_or_missing_items
96659,"@AmazonHelp It was next day Delivery FYI!!!
PLEASE DELIVER TODAY OR CANCEL THE ORDER
ORDER WILL BE REFUCED AT THE TIME OF DELIVERY.","@137095 My apologies about the delay, Abhishek. Allow our support team to look into this. You can connect with us here: https://t.co/R3EfhzgU8B and we'll have this checked for you right way. ^NK",Fri Dec 01 15:08:27 +0000 2017,delivery_delayed
8537,@115821 why do I pay for 2 day shipping and it's going on 4 days.,"@117499 (2/2) If we’ve missed the date in our order confirmation e-mail, please let us know here: https://t.co/hApLpMlfHN! ^WT",Tue Oct 31 23:47:00 +0000 2017,delivery_delayed
49166,@AmazonHelp And with origin instant access came a error message that I should check my internet connection even tho it’s fine and wouldn’t let me buy it,@126985 Thank you for the information! Do you have the possibility to try it via another browser? ^SI,Wed Nov 01 17:45:39 +0000 2017,payment_issue
95339,@121284 Fire TV not integrated with echo!!,@136732 I get your concern about the device integration. Please reach us from here: https://t.co/rS49hgaADF we'll look into this and assist you. ^SV,Wed Nov 29 16:38:28 +0000 2017,device_issue
47880,@AmazonHelp Tried that. Just asks me to contact seller first. That's why I came to twitter. But different people keep responding so I'm getting nowhere.,@126707 When you go to contact us via  link provided by ^KJ check the check box to the left of the item to get more contact options. ^AJ,Wed Nov 01 18:38:19 +0000 2017,other
95397,"Kindle já tá na cidade faz 2 dias, bem que podia chegar aqui em casa hoje né, @117086 ? 😜","@136742 Olá Daniel, qual é a data estimada de entrega do seu Kindle? 😍📦 ^DA",Thu Nov 30 16:05:03 +0000 2017,delivery_delayed
63925,"えっ……特典抜くと代引きが出来る……
これもう(Amazonの仕様)わかんねぇな",@130684 ツイート拝見いたしました。恐れ入りますが、商品によってコンビニ払いや代金引換をご利用いただけないことがございます。ギフト券でのご注文もご検討ください。コンビニ等で購入できるギフト券:https://t.co/pl4jhHQmXx　コンビニ払いのチャージタイプ:https://t.co/8hrEC8uPjg RI,Thu Nov 30 08:22:27 +0000 2017,payment_issue
69269,"@AmazonHelp no, it's the main US version, and I'm accessing prime video on my Roku",@131676 Can I ask if you have tried this episode on any other device to see if the same issue occurs? ^KI,Thu Nov 23 07:07:00 +0000 2017,prime_video_issue
86013,@AmazonHelp I paid and ordered footwear and this is what you deliver??!!! I am totally disgusted and shocked! Give me a refund right now! #Cheaters https://t.co/l6tYHkUFzi,@134783 Apologies for the trouble with the order received. Certainly not an intended experience for our customers. We'd like to help. Kindly report it to our support team here: https://t.co/vlvfJr4nN9 and we'll have this resolved at the earliest. ^KH,Thu Nov 30 14:28:00 +0000 2017,damaged_or_missing_items
67509,"Surprised at how patronising, rude and unhelpful @115830's customer service is. Spent 30 minutes having my own words said back to me with no solution. Literally ""you have ordered this item"" - YES I KNOW. IT'S WHY I'M HERE.","@131417 Sorry to hear that, Dan. Without revealing any personal information, can you tell me a bit more about the issue?^TI",Thu Nov 30 09:16:28 +0000 2017,other
40397,@115850 finally you not agree with pick up your damage product and not mention any where in website for self returns. finally............,@120261 I'm afraid the resolution provided is the best we can offer. Kindly self return the order. ^SG,Wed Nov 01 15:18:00 +0000 2017,damaged_or_missing_items
28463,@120474 Brighton keeps saying I have exceeded number of tickets. I’m asking for two! Help.,@122227 HI Gary. Please use this link to get in touch and we'll help: https://t.co/JzP7hlA23B ^RL,Wed Nov 01 10:46:00 +0000 2017,other
78851,"@115850 recharged my Jio using Amazon Pay on 10th Nov with an offer of 99Rs of cashback.Received a message that it will be credited within 7 days.14days down the line still no sight of the cashback.
Order ID:405-1642007-6844337. Kindly check","@133581 That's unusual. Please report this to our support team here: https://t.co/vlvfJr4nN9. We'll assist you further. Please don't provide your order details, we consider it to be personal information. Our page is visible to the public. ^JS",Fri Nov 24 09:34:26 +0000 2017,payment_issue
80698,@AmazonHelp To be honest ive done this so many times nothing gets resovled,@133900 Sorry to hear this. Please reach out to us here: https://t.co/JzP7hlA23B so we can look into this for you.^ES,Thu Nov 30 13:19:43 +0000 2017,other
89215,@AmazonHelp @AmazonHelp Meanwhile my account is blocked and it stays blocked until I have send some creditcard statement which I refuse to do so and I want to cancel the order and get the amount from my giftcard back - Just that simple!,"@135293 I'm sorry you're having trouble with your account. Which Amazon account are you using? (https://t.co/nUUp5MLhYl, Amazon.de, Amazon.UK, etc.)",Thu Nov 30 14:44:00 +0000 2017,account_access
74669,"@AmazonHelp Ah mince, c'est dommage
Merci pour les renseignements, bonne soirée","@132719 A votre service, une bonne soirée à vous aussi. ^KD",Thu Nov 30 19:08:31 +0000 2017,other
21927,@AmazonHelp U need to ur mails first.. Are they of any use???,@120777 our team and we'll get back. (2/2) ^KA,Fri Oct 27 03:25:50 +0000 2017,other
75950,Looks like my mother is getting an early Christmas present today! All thanks to @115830 for sticking the postage sticker ON the item and not sending the item in a box. #gg #wp,"@133002 I'm so sorry the gift surprise was ruined! I completely understand your frustration. If you could, provide packaging feedback here; https://t.co/d2CzK80fNX.
^AV",Thu Nov 30 11:48:25 +0000 2017,damaged_or_missing_items
77437,"@AmazonHelp Planet of the apes released Monday. Has been ""in transit"" ever since. Think it might be easier to cancel and go to Tesco","@133251 I know how frustrating this is! Just to clarify, have we missed the expected delivery date given in the order confirmation e-mail? ^AL",Thu Nov 30 12:23:00 +0000 2017,delivery_delayed
96807,"When will you announce Amazon  LGQ6 phone app quiz  winner list.
@115850   @AmazonHelp","@137128 Winners for the #LGQ6AppQuiz contest will be announced by November 30, 2017. ^MP",Thu Nov 30 00:23:00 +0000 2017,other
77624,"@118919 can you provide an assistance regarding a product i ordered because i received an email to review on the product when in fact it has not been delivered to me. The expected date of delivery mentioned was 28Nov, no attempts for delivery whatsoever",@133292 Apologies for the delay. Have you reported this to our support team here: https://t.co/vlvfJr4nN9? We'd like to check this for you. ^RB,Thu Nov 30 12:02:29 +0000 2017,package_not_received
91251,"@115830 @AmazonHelp I have an issue with my orders, I spoke on the phone yesterday and they said I would receive an email investigating the issue. It’s been 24+ hrs and I still haven’t received anything.","@135790 Sorry to hear that, Georgia. Without revealing any personal information, can you tell me a bit more about the issue?^TI",Thu Nov 30 15:10:28 +0000 2017,other
69802,@AmazonHelp Anytime you call me tell when you're replacing the fake product!,@131812 I understand your concern. Kindly reply to the latest correspondence sent by our team with your preferred timings for call back and our team will get back to you soon.  Appreciate your understanding. ^GD,Thu Nov 30 11:52:32 +0000 2017,damaged_or_missing_items
65708,@AmazonHelp @131037 Second time waiting to hear back while investigating the courier. Please do call us back this time. Had to phone up loads to get the first non delivery sorted.,@131036 Please let us know if you don't hear back regarding the investigation! ^RO,Wed Nov 29 12:23:29 +0000 2017,package_not_received
74719,"@AmazonHelp J'ai reçu un mail oui, ils proposent des raisons mais ne disent pas pourquoi exactement","@132727 Dans le cas de refus de paiement, c'est votre banque qui ne nous donne pas l'autorisation de prélèvement. Vous pouvez relancer le paiement de votre commande depuis votre compte. Si c'est encore refusé, veuillez prendre contact avec votre banque. ^ARC",Sat Nov 25 10:42:24 +0000 2017,other
64100,@115850 @AmazonHelp Dear Cheats will you care to update about the below order status.. Your Amazon.in Order # 403-0745487-1392338.. I am getting no response from your end and I have already made payment from my end.. Stuck .. Not done..,"@130715 I'm sorry you've not received your order. We certainly did not expect this to happen. I'd like to assist you with this. Please provide your details here: https://t.co/cllwXc2HeK. I'll look into it right away.
Please don't provide your order details, 1/2^AR",Thu Nov 30 07:31:28 +0000 2017,shipping_information
58103,@AmazonHelp Jajajaja hacer un reembolso que estaba esperando desde hace 1 mes 🙌,"@129192 Nos llena de felicidad saber de tu alegría Ivana. ¡Que tengas una feliz tarde! 😍☕️
^JJ https://t.co/xrYLKri9tJ",Wed Nov 01 20:24:40 +0000 2017,payment_issue
29474,"@AmazonHelp watching the driver drive away from the delivery point for the third time, this is unbelievable! other Amazon drivers have been there hundreds of times.,",@122478 We want our team to investigate this further with you. Please reach out to us using this secure link: https://t.co/dgeFlnJ2hP ^GR,Thu Nov 23 18:18:00 +0000 2017,delivery_preference
77676,Amazonから支払いメール来ないんだけどAmazon潰れたの？,@133309 お支払番号は商品が入荷し出荷準備に入り次第Ｅメールでお知らせします。お届け予定日を目安にお待ちください。なお、ご注文が出荷準備中の場合は発行済みですので、アカウントサービスのメッセージセンター&gt;その他からもご確認いただけます。ET,Thu Nov 23 09:42:29 +0000 2017,payment_issue
93626,Dear @116618 when will we have Kannada movies in Prime???,"@136292 We've few titles available in Kannada. Further, I'll surely share your comments internally. Appreciate your understanding. ^GD",Thu Nov 30 15:42:33 +0000 2017,content_issue
96860,Seriously @115830?!?! No wonder I have packages that keep going missing if this is how they're delivered on one of the busiest main roads in Preston... 😒😡 https://t.co/GH0MP6PUXq,"@137141 Hi Julia, I'm sorry to hear about this. Could you contact us so that we can investigate this further? You can reach us here: https://t.co/oGDklGgbCZ. ^PJ",Thu Nov 30 16:24:01 +0000 2017,delivery_preference
37631,"@AmazonHelp Some of the ""X-Ray Lyrics"" that accompany songs in the app are incorrect. When I spot these, is there a way for me to suggest changes?",@124168 Hmm. That's a good question! Let's see if we can get this reported with you in real time here: https://t.co/hApLpMlfHN ^JZ,Wed Nov 01 14:20:44 +0000 2017,content_issue
64119,@AmazonHelp since when did you start charging return postage??,@130717 Hi Sarah! What was the reason for return?^CN,Thu Nov 30 08:04:32 +0000 2017,payment_issue
63998,@AmazonHelp @115850 raised the concern (again) as suggested. Another mail from cust care suggests that money will get credited within 3 days. #fingerscrossed #anotherpromise  @115851 #amazonfails,@130696 We understand your concern regarding Amazon Pay. Could you please confirm if you have shared the details on the link provided earlier. ^VH,Sun Nov 26 16:32:26 +0000 2017,payment_issue
75869,"@AmazonHelp Already did... I hope u guys take care of it properly, coz delivery agency is neither professional nor their the staff. Spoiling your name.","@132985 I get your concern regarding the delivery of your order. Please don't worry as you've reported it to our support team your concern will be taken care of. Also, as informed we'll have your package delivered to you by 7:00PM. Appreciate your understanding. ^KH",Thu Nov 30 12:54:00 +0000 2017,delivery_preference
43691,"@AmazonHelp Thank you. But I don’t expect any change in your policy. I know because I have complained much about this through your app, e-mails etc. so this time I am not buying anything till your policy changes. And there is no dearth of couriers.",@125691 I get you being upset. I'll be sure to forward your feedback internally. Appreciate your understanding. ^MK,Sun Nov 26 00:48:27 +0000 2017,other
69257,は？勝手にAmazonから注文キャンセルされたんやけど,@131674 ご不便をおかけし申し訳ございません。在庫状況等何らかの原因でご注文がキャンセルとなる際はEメールでご連絡させていただいておりますので、ご確認いただければと存じます。Eメールが届いていない場合には、メッセージセンターをご覧ください。https://t.co/PAK8dGjdhO YM,Thu Nov 23 06:45:29 +0000 2017,order_cancellation
21012,Absolute disrespect and indifference to the customer by #amazon #amazonIN . Cheating the customer seems to be the policy of #amazonIN,"@120608 We're sorry to hear that, Anand. Could you please tell us what went wrong so we could check? ^HK",Wed Nov 01 07:43:29 +0000 2017,other
24953,@AmazonHelp Done,@121399 Thanks for sharing your details with us. We'll help you in getting this issue resolved. Request you to wait. ^KH,Wed Nov 01 16:27:31 +0000 2017,other
74743,@AmazonHelp good morning the delivery driver has delivered to wrong address and don’t know where he’s delivered too . Please help,"@132728 I'm sorry that your parcel has been delivered to the wrong address, Martin. Just to clarify, your order is showing it was delivered, but you have not received it?",Thu Nov 30 11:11:32 +0000 2017,package_not_received
23040,@AmazonHelp Nothing in spam inbox. Got no answer. It’s a waste of time. Very disappointing,@121014 Can you please reach out by phone/chat on the link in the previous message. ^RS,Mon Nov 27 11:03:00 +0000 2017,other
32318,"@115850 don't you even bother the problem of customers,you send incomplete package then Leave customer on their own
Too bad ..","@123159 kindly self return the package. Further, I'll be sure to forward your feedback. (2/2) ^MO",Wed Nov 01 12:51:00 +0000 2017,damaged_or_missing_items
65795,"@115851 @115821 @115850 Thanks for lying, but let me remind no one is begger here to accept your alms. Refnd my money as promised. First robbed 2000 from my account and now stopped my refund, how much more you will rob? https://t.co/KtsEywyx8Y",@131048 We would like to help you. Please share your details with us here: https://t.co/GIJyeYqKE0. We'll get in touch shortly. ^CB,Wed Nov 29 11:32:57 +0000 2017,payment_issue
42526,@115821 It took 80 hours to get here not 48,@125395 Oh my! I'm sorry for the delay in delivery. Some items take longer to process. Was the expected delivery date missed? ^AL,Wed Nov 01 15:50:31 +0000 2017,delivery_delayed
73427,"Hi @116316 , I’m a customer from The Netherlands and was wondering if you could send future orders ONLY with PostNL and NEVER with the unreliable DHL?","@132421 Unfortunately, it is not possible to choose the carrier upfront. If you have any issues with your order, our customer service is always there to help you: https://t.co/24XL9C4y1x ^KM",Thu Nov 30 10:56:00 +0000 2017,delivery_preference
36523,"@AmazonHelp Form filled,  no resolution yet",@123963 We have sent a correspondence to your registered email ID. Request you to check and reply for further assistance. ^SB,Fri Nov 03 09:47:23 +0000 2017,other
62134,@AmazonHelp pero ya se retiro el dinero del banco,"@130233 Grafo, aparte del correo de confirmación, recuerda que puedes verificar tu pedido en la sección de pedidos de tu cuenta, por favor utiliza este enlace: https://t.co/Agd9XY4LHC
^CB",Thu Nov 23 03:49:27 +0000 2017,payment_issue
65885,"Amazonより到着！
#かまぼこ #かまぼこ3号 https://t.co/il7pHQ6T5Q",@131069 Amazonでお買い求めいただき、ありがとうございます🙇✨ お楽しみください～🎵 RI,Thu Nov 30 08:33:55 +0000 2017,other
16095,ミスってAmazonプライム年間で自動更新されてた死にたい,@119530 アマゾンです。年会費請求後からプライム特典のご利用がなければ退会手続きいただければ年会費を返金いたします。お手続き方法はこちらをご参照ください。https://t.co/qKnXZ15CCV ET,Wed Nov 01 03:44:00 +0000 2017,prime_billing
69940,@AmazonHelp what’s going on? Joke this! https://t.co/85TZcojd0R,"@131823 Sorry to see that, Sean. Can I ask if you contacted us via the link provided in the email?^TI",Thu Nov 30 09:34:31 +0000 2017,other
80728,"@115821 I love you, but... here's an idea- how about using unlabeled, or holiday packaging for orders during the holidays so our kids don't see what they are getting every time an Amazon box is delivered?! We are going to stores now so we don't spoil our son's Christmas.","@133907 Hi, some items dispatch without an Amazon box &amp; the details would be listed on the product page. You should be able to mark it as a gift to have it dispatched in an Amazon box. Was this info not visible on the product page when you placed your order? ^TS",Thu Nov 30 13:15:34 +0000 2017,delivery_preference
73630,"@AmazonHelp Hi there!
Can't do so - neglected to mention I'm a Seller and not a regular customer. Well, I'm both. But this was for the Seller side.
I understand the 2 halves of Amazon are separate like that so a normal customer procedure wouldn't work.","@132469 If you are having trouble updating your Seller Account details, can you please reach out to our Seller Support team directly for assistance on this? You can reach them through this link: https://t.co/LMP7So0n2S ^KI",Thu Nov 30 11:21:32 +0000 2017,account_access
11060,@AmazonHelp still have not received my package I paid extra for guaranteed next day. Won't do that again,@118086 I'm sorry your order hasn't arrived! What is the delivery date shown in the confirmation e-mail: https://t.co/CTNCjpcgOm? ^SJ,Wed Nov 01 00:50:35 +0000 2017,delivery_delayed
35138,"@116928 de verdad creéis que se puede enviar un producto en este estado? Y siendo para un bebé ya... #NoTodoVale 
#AsiNo @123650 https://t.co/advmDYE29g","@123649 Hola, sentimos esta experiencia. El producto ¿es vendido y gestionado por Amazon o es vendido por un vendedor externo? ^DA",Wed Nov 01 13:31:31 +0000 2017,damaged_or_missing_items
93515,Lloro con el anuncio de las tijeras de niños zurdos de @116928 ... Que somos unos incomprendidos en este mundo de diestros.,"@136269 Simplemente adorable, ¿no crees Fran? 😌💖 ^LG",Thu Nov 30 15:53:00 +0000 2017,other
64098,@AmazonHelp Are you blind . I have already given order details in my tweet to which you have replied..@115821 @115850,"@130715 Owing to your account security reasons we would not be able to check your details here as Twitter is a social media platform and is visible to public. Hence, I would request you to share the details on the secured link, we would investigate and connect shortly. ^KK",Thu Nov 30 08:13:00 +0000 2017,other
39554,@AmazonHelp Does sharing only work on the website? Seems unlike Dropbox you can't share a file through the mac finder by right clicking on it. 🤔,"@124646 Sharing is only possible via the menu icon. If this doesn't work, please inform my colleagues: https://t.co/ohyvGrpvrY ^SI",Wed Nov 01 15:31:46 +0000 2017,device_issue
63892,OMG @116875 ya tiene muchas cosas de #Precure https://t.co/mq8BwaddUZ,"@130676 ¿Viste? Deberías de comprar uno al azar, así te llevarías una sorpresa 😲😊 ^AV https://t.co/wclleIh7Br",Thu Nov 30 08:24:37 +0000 2017,other
74697,@AmazonHelp Pour que je puisse me faire rembourser sans problème sur l'article que je dois vous renvoyer que dois-je mettre en raison de renvoi ?,"@132727 Vous devez mettre la raison exacte du retour.
^MD",Sat Dec 02 17:12:00 +0000 2017,damaged_or_missing_items
75917,@AmazonHelp website says my parcel was 'handed directly to the customer' and it definitely wasn't!,"@132996 I'm sorry you don't have your parcel! We'd like to help! To start, here are some quick tips to help locate a delivered parcel: https://t.co/gq9RKVQhPm ^TK",Thu Nov 30 11:50:30 +0000 2017,package_not_received
75863,@AmazonHelp Thanks.......,@132984 You're welcome. ^AP,Sat Dec 02 10:49:26 +0000 2017,other
16820,@AmazonHelp Most #pethetic service right look at the time i am waiting since 2 days and guess wat I am a #primemember #badservice #refund https://t.co/KKsr3XCfjz,"@119701 I'd like to take a closer look into this, please share your details here: https://t.co/GIJyeYqKE0. ^AG",Tue Oct 31 06:36:29 +0000 2017,payment_issue
38143,"@AmazonHelp Bonjour, pas de nouvelles de ma commande censé arriver hier 402-7454769-1903530.. pouvez vous m'aider ?'","@124282 Bonjour, désolée d'apprendre cela :/ que dit le suivi de votre colis s'il vous plaît ? ^SN",Wed Nov 01 14:32:33 +0000 2017,delivery_delayed
18689,@AmazonHelp What do you mean prices are ever changing? Is @115850 a stock exchange? And how can you charge more than MRP? Should I sue you?,@120171 We'd like to have a look into this. Kindly report it here: https://t.co/2t6DQoUmNZ and our team will assist further. ^AB,Wed Nov 01 05:53:25 +0000 2017,payment_issue
77373,Fuck sake @115830 what's the point selling stuff then saying it's out of stock a week later. Now gotta pay extra and wait ANOTHER week. Useless. 😒,@133246 Sorry to hear about this. Who was the seller of the item? You can find the seller info on your order here:  https://t.co/aaDyEz1VgE. ^MI,Thu Nov 30 12:25:00 +0000 2017,shipping_information
78787,"@AmazonHelp @122924 Hallo Amazon, hallo Hermes ...jemand da?","@133571 Ich kann deine Verärgerung verstehen. In manchen Fällen kann es zu unvorhergesehen Verzögerungen kommen, die nicht beeinflusst werden können. Ich drücke dir jedoch die Daumen, dass du dein Paket sehr bald in Empfang nehmen kannst. ^AW",Thu Nov 30 12:30:34 +0000 2017,other
93608,"@AmazonHelp Yes! regardless of the jargon you have just mentioned, I am paying for a service and expect it to be done! I needed my item by Wednesday and it still hasn't arrived. Poor service",@136288 Have you had any further update to the tracking on your order? Have you been given a reason for the delay?^PJ,Thu Nov 30 16:11:27 +0000 2017,delivery_delayed
42492,@AmazonHelp Just the standard one! https://t.co/N0Z5up8AEu,"@125389 Thanks for the info! Per the product description, it does state that this version comes with one of five poster designs. ^AL",Wed Nov 01 15:57:32 +0000 2017,other
24478,"@AmazonHelp Still not despatched, can you check what the delay is? This is the second problem I’ve had using prime next day delivery","@121279 Hi, for security we can't see your order here. What info is visible: https://t.co/BQmcNXViiI ^TS",Wed Nov 01 13:17:54 +0000 2017,delivery_delayed
20738,Extremely disappointed in @115830 email to say refused at door but have been told completely the wrong package arrived. Wheres my stuff?!,"@120536 sorry to hear that, can you contact us here: https://t.co/JzP7hlA23B we'd like to help ^AS",Wed Nov 01 07:23:27 +0000 2017,package_not_received
63895,@AmazonHelp Says rescheduled when it wasn't. I just updated a safe place as my hour window was not met on Monday. Now it's nowhere to be seen. Even @122232 said delivery for yesterday and nothing. https://t.co/yahZHLp8jq,"@130677 Hi Danny. Can you contact us directly regarding this via the below link, we can look into this further for you.  https://t.co/JzP7hlA23B Thank you. ^NV",Thu Nov 30 08:24:30 +0000 2017,delivery_delayed
77458,"@116316 ihr storniert meine Bestellung, weil der Artikel nicht lieferbar wäre, das aber seit fünf Tagen zu einem höheren Preis ist. Irgendwie schwach. 😏😏",@133253 Um welchen Artikel handelt es sich denn? Hast du einen Link für mich? ^AW,Thu Nov 30 12:01:25 +0000 2017,order_cancellation
89113,@AmazonHelp Just got home... and my sis informed me that IT NEVER CAME!! Our USPS delivery person WAS here.. but didn't deliver it... seriously..,@135279 Sorry to hear it Lionel. Have you gotten in contact with us about this new 'attempt' via: https://t.co/hApLpMlfHN ^NV,Fri Dec 01 06:08:36 +0000 2017,package_not_received
77605,"@AmazonHelp I don't care if its visible to public.

If things will not going on track, I'll share both the Chats here, for all the world and people can see how your executives do what they want and avoiding customers troubles.

@115851 @115821 @115850 @5339",@133290 We've received your details. We'll work on it and get back to you with an update at the earliest. ^NR,Wed Nov 29 18:24:31 +0000 2017,other
19439,@115821 Today my product delivery but delivery boy is not coming Arriving early: Dell KM117 Wireless Keyboard Mouse will be delivered by Amz,@120316 What does the latest tracking update state on your order? ^HK,Mon Oct 30 11:18:03 +0000 2017,delivery_delayed
63140,@AmazonHelp A vendor. Is there an account that can assist?,"@130476 We're unable to access vendor details via Twitter, but we'd like to help. Please reach us here: https://t.co/ZqtPdOyKO5 ^NS",Wed Nov 01 23:08:00 +0000 2017,account_access
86181,@AmazonHelp how long already 24hrs over.😏,"@134813 That's strange, Akarsh. Could you check here: https://t.co/rdv8PzpU4A and let us know If you've received any email correspondence from the social media team regarding the issue? ^NK",Fri Dec 01 15:12:07 +0000 2017,other
69951,"@AmazonHelp Yes previously - went through the motions suggested, told to wait for 'the dept that deals', got nowhere except same template response. So simple for @115821 to resolve but won't, &amp; so damn frustrating for us at this critical selling period #poorservice",@131826 I'm sorry about this poor experience! We certainly want to assist you with this matter. We'd like to take a closer look into this for you with detailed information from you. Please reach out to us here so that we can further assist you: https://t.co/i7Tkwht3G6 ^GP,Thu Nov 30 17:35:02 +0000 2017,other
46544,"@115821: ""Order now to receive by Wednesday!""....Confirmation email: ""Your package will arrive on Thursday."" Why do you keep lying to me?!","@126335 I'm sorry for the delay! For more information about the guaranteed delivery timer, visit us here: https://t.co/6KRr54ujYJ ^TK",Wed Nov 01 16:51:00 +0000 2017,delivery_delayed
51583,@AmazonHelp That's great 😊keep growing 🤗,@127577 Thank you for your continued support. Do keep us posted for any further assistance. ^SV,Thu Nov 02 00:53:00 +0000 2017,other
73441,"@AmazonHelp ご丁寧にありがとうございます!
まだ輸送中となっています https://t.co/WDde0ug5nE",@132425 ご不便をおかけしております。お届け予定日を過ぎても商品が未着の場合、状況をお調べいたしますので発送元をご確認いただきお問い合わせください。 Amazonが発送→ https://t.co/J6YEizo6qC  出品者が発送→ https://t.co/ZXCXcbN3Tv  SM,Thu Nov 30 10:54:32 +0000 2017,delivery_delayed
78872,"@AmazonHelp No email - the app just says “We’re sorry your package is late. We're working to get your package back on track. Please come back Saturday if you still don't have it and we'll help you out.” On Sat, it will be four days late.” It’s holding me up from sending my wedding invites.",@133588 Thanks for the update. We're here to help! Who is the carrier assigned to deliver your package? You can check this information here: https://t.co/Y5jpI9gRhE. ^LH,Fri Dec 01 00:38:32 +0000 2017,delivery_delayed
21515,@AmazonHelp I still haven't received any call from your end. Kindly resolve my query,@120700 Have you submitted your details through the link shared previously? ^HK,Wed Nov 01 07:45:00 +0000 2017,other
69260,@AmazonHelp Order #: 111-2104955-8689840,"@131675 Hi, we would ask you not post your order number or account details on social media. Just press the link provided by ^DD and send on the details and we will then get back to you.^BZ",Thu Nov 23 06:31:53 +0000 2017,other
22206,@AmazonHelp Où dois puis-je trouver votre SAV? c'est introuvable sur votre site...,"@120849 Vous pouvez joindre notre SAV via le lien suivant:  https://t.co/hgIrz98cdI 
^SA",Tue Oct 31 08:54:32 +0000 2017,account_access
75849,"@115850 @115851 AmazonIN customer service is pathetic, I requested to refund to my amazon pay coz my bank account is closed! surprisingly Amazon like company do not have alternatives ways to refund a customer! Is Amazon most customer centric company? I doubt!","@132982 I'm sorry for the inconvenience. Please share your details here https://t.co/GIJyeYqKE0, we would look into this. ^MD",Thu Nov 30 11:56:00 +0000 2017,payment_issue
54424,Really? @AmazonHelp why would someone fold computer paper in half to be shipped in a package that would have fit it anyways... https://t.co/8uSmob1ufC,"@128318 I'm so sorry about that, Rene! We'd like to look at a few options with you. Please reach us here: https://t.co/hApLpMlfHN ^BL",Wed Nov 01 19:00:00 +0000 2017,damaged_or_missing_items
80732,@115830 you have taken money from my account and not given me my items!,"@133909 Oh no! We're here to help any way we can. Without sharing any personal information, can you tell us more about what's going on? ^AL.",Thu Nov 30 13:15:00 +0000 2017,payment_issue
51613,@AmazonHelp .. Team I am not satisfied with customers care services...  No help from ur end..  Regarding refund issues,"@127584 I'm sorry for the disappointing experience, Noel. What options were provided when you spoke with us previously? ^FD",Wed Nov 01 17:59:30 +0000 2017,payment_issue
96713,"Opened the @27894 4k TV I got from @115821 last week and it has a visible flaw in the screen. I wasn't expecting perfection for $298, but I wasn't expecting the hassle of trying to return a 50"" TV, either. Disappointed and annoyed. :(","@137105 I'm so sorry your TV came in that condition. We do have different return options, including UPS Pick up: https://t.co/wyNP5wXKxG. ^DG",Thu Nov 30 05:41:00 +0000 2017,damaged_or_missing_items
77361,@133244 hey @115821 how about you ship the ones i already ordered 6 weeks ago first,"@133243 Hi Tommy, without going into personal account information can you please tell us more about this. ^HS",Thu Nov 30 12:26:00 +0000 2017,delivery_delayed
22499,"@115821 three times I have asked @120169 UAE to deliver my parcel and it is still at their warehouse, absolutely rubbish!!!!!!",@120917 Which Amazon website did you order from? ^KM,Wed Nov 01 08:41:36 +0000 2017,delivery_delayed
33271,@AmazonHelp It just got delivered and the delivery man had no idea what I was talking about so I guess it was resolved but wtf weird,"@123352 Thanks for keeping us in the loop! If you have further questions or concerns, please be sure to let us know! ^TG",Wed Nov 01 13:06:00 +0000 2017,other
19109,@AmazonHelp,"@120259 Hey, what's up? ^AS",Wed Nov 01 06:26:29 +0000 2017,other
91482,@AmazonHelp Theres no option there when purchesed item didnt say it coukd take so long and it hasnt said about the tracking even tho i asked,@135829 We'd like to help you in real-time! Please reach out to us by phone or chat here: https://t.co/hApLpMlfHN ^KJ,Thu Nov 30 16:39:22 +0000 2017,shipping_information
69902,"@AmazonHelp It’s not there. Should i send you the screenshot via DM? Also, can you guys call &amp; resolve? Thanks!","@131820 We are positive that we have sent a correspondence to your registered email ID. please check and reply to the same, we will help you. ^AH",Sat Dec 02 12:37:53 +0000 2017,other
33211,"@115850 A ordered was cancelled on 30th october, by what time I can expect Amazon pay balance?",@123345 We'd like to have a closer look. Could you please contact our support team through : https://t.co/2t6DQoUmNZ? ^PR,Wed Nov 01 13:08:00 +0000 2017,payment_issue
