in_response_to_tweet_id,customer_text,text,created_at
27908,@120474  what a waste of preorder money if the gig I want to get to dosent work on your website. Nice one Amazon https://t.co/QLzPSqh44S,@122106 Sorry to hear that. Please reach out here: https://t.co/Cbc5joHeR0 and we'll look into it for you. ^RS,Wed Nov 01 10:31:28 +0000 2017
27913,.@120474 @AmazonHelp  Very good. Pre-order album to get access to pre-sale then it doesn't work. https://t.co/wy0wzkEFdQ,@122107 Sorry to see that. Please get in touch using https://t.co/xX9atdLZvE. ^BM,Wed Nov 01 10:31:00 +0000 2017
27917,@121888 @121992 @120474 nothing - amazon need to respond!,"@121991 Hi Richard, here is the link to the Brighton event: https://t.co/ruYPYsPbz3 ^TS",Wed Nov 01 10:30:28 +0000 2017
27919,"@115850 
I show a add on app 13oct load amazon pay balance 15% back offer,i cant receive.,i call customer care says offer does nt exit wow","@122108 That's odd. We'd like to take a closer look, please share your details here: https://t.co/GIJyeYqKE0 ^MS",Wed Nov 01 10:30:00 +0000 2017
28392,@115850 I should have got a 5% cash back into my Amazon Pay Balance for  Order# 171-5546134-2977952 I placed yesterday but did not. Why?,"@122218 Please don't provide your order details, we consider it to be personal information. Our page is visible to the public. 2/2 ^VH",Wed Nov 01 10:59:00 +0000 2017
28397,@AmazonHelp I have never been provided with info of any kind. Every three days I proactively ask and someone tells me to keep waiting with no details.,@122219 We are still working on this! Please be sure to watch your e-mail for further updates on this issue. ^MW,Wed Nov 01 10:58:29 +0000 2017
28399,@AmazonHelp .@115821 another week of no information,"@122219 Hi, please reply to the most recent email sent from us to request an update.^TS",Tue Nov 07 12:03:01 +0000 2017
28401,@AmazonHelp .@115821 I have done this many times and received nothing. Coming up on three months. First package three weeks late today,@122219 I can confirm we have received your info and are looking into this situation. We will contact you soon w/ more info. ^MW,Tue Nov 07 12:22:29 +0000 2017
28411,@AmazonHelp Still nothing. Package now two weeks late. How patient do I have to be with an issue I brought to you two months ago? @115821,"@122219 Hi, apologies for the wait. What was the most recent info we provided? ^TS",Wed Nov 01 10:49:29 +0000 2017
28413,@AmazonHelp @115821 Two more days and still nothing. Delivery over a week late now. This has been going on for two months.,@122219 We are still working on this! Please be sure to check your e-mail for further updates. ^ZW,Thu Oct 26 12:32:00 +0000 2017
28416,@AmazonHelp Still no information @115821,@122219 I'm sorry for the wait. I've checked with the associate that's been assisting and they'll reply once we have more info. ^AM,Mon Oct 23 21:09:30 +0000 2017
28423,@AmazonHelp @115821 it's the South Park game on PS4 coming out next week. I actually am not sure I want it but I can't see its price or cancel it,@122219 I'd like a member of our team to look into this for you. Please provide your details here: https://t.co/iLpO4PfSwl ^RA,Tue Oct 10 19:28:00 +0000 2017
28425,@AmazonHelp Yes I am. Your rep said he would call me back last Friday and still hasn't. Order still unresolved. Spent three hours on this @115821,@122219 Can we get you to link us to the item you are trying to get delivered? ^MH,Tue Oct 10 19:11:14 +0000 2017
28427,@AmazonHelp I ordered the items on preorder a year and a half ago. I can't view the order so I have no idea what's going on and amazon doesn't either,@122219 Are you currently able to log into Amazon and view your other orders? ^LB,Fri Oct 06 12:36:05 +0000 2017
28429,@AmazonHelp .to wait 1-2 days. Then nothing happens. I am stuck spending an hour re explaining it each time,@122219 Was the item in stock when you placed the order? Is it currently still showing as pending shipment? ^NV,Fri Oct 06 12:06:13 +0000 2017
28431,@AmazonHelp I have had an order frozen for a month. Spoken to reps 5x and it still isn't fixed. Why can't you fix the order?,@122219 That's strange! Sorry to hear this. What did the reps advise? ^PK,Fri Oct 06 11:56:00 +0000 2017
28434,@AmazonHelp Weil es schon seid Montag unterwegs sein sollte ?!,@122220 Warte doch mal bis morgen ab. Noch ist doch alles im grünen Bereich. ^AN,Wed Nov 01 10:57:00 +0000 2017
28433,"@AmazonHelp Mache mir nur Gedanken das es Freitag nicht an kommt ,
Mit welchen Dienst versendet ihr es ? Wenn ich fragen darf!?","@122220 Der, der theoretisch am schnellsten bei dir ist. Der Transportdienst wird erst kurz vor Versand festgelegt. ^AN",Wed Nov 01 11:07:00 +0000 2017
28437,@AmazonHelp versendet ihr heute Call of Duty WW2 oder erst morgen ! Weil das Spiel Freitag raus kommt 🙈😂 hoffe es kommt pünktlich an bei mir,"@122220 Wir versenden so, dass es am Freitag bei dir zugestellt werden kann. Liebe Grüße ^AN",Wed Nov 01 10:51:31 +0000 2017
28440,@AmazonHelp 4 gifts do u hv an option 4 cards so an accompanying message cn b sent with the gift?,"@122221 Hello, Ein! You can find out what customization options are available for a gift card here: https://t.co/qT5dfap6hx ^MW",Wed Nov 01 10:52:54 +0000 2017
28439,"@AmazonHelp @AmazonHelp Tx but I mean sending a personalized message w/gift saying ""Happy Bday"" or ""Congratulations"", etc.",@122221 Check out this link for details on adding gift messages to orders https://t.co/KOIol39FLF ^KM,Wed Nov 01 11:38:24 +0000 2017
28444,@AmazonHelp Hi please could i have a DM regarding a recent order. Thanks,@122222 You can send us a Direct Message by using the link below. ^TH https://t.co/1XyLaGkcaN,Wed Nov 01 10:52:00 +0000 2017
24530,"@121284 @115833 Can it play songs from my phone folders, cloud storage or google music?",@121289 Here is the Alexa Skills Guide: https://t.co/APoGXIqjMl. Please refer. ^GS,Wed Nov 01 10:51:31 +0000 2017
28448,Amazonの荷物まとめて発送にしたんだけど、マケプレもの一点が入ってなかったのに配達完了になってしまってる。この場合ってAmazonと出品者のどっちに連絡すべきなんだろう,@122223 ご不便をおかけしております。出品者が販売しAmazonの配送センターから発送される商品が不足していたとのことでしょう？その場合、お手数ですが、当サイトのカスタマーサービスへお問い合わせください。　https://t.co/J6YEizo6qC　SM,Wed Nov 01 10:50:26 +0000 2017
28447,@AmazonHelp お問い合わせしましたところ返金対応をいただけるとの回答をいただきました。ありがとうございます。,@122223 お手数をおかけしまして申し訳ございませんでした。その他、当サイトのご利用に際し、お困りな事やご不明な点がございましたら、お気軽にお声がけくださいませ。　リプライありがとうございました。　SM,Wed Nov 01 11:05:48 +0000 2017
27364,@121888 @121992 @120474 same issue - and no reply from @120474,"@122088 Hi Andy, Please use this link to get in touch and we'll help: https://t.co/JzP7hlA23B ^RL",Wed Nov 01 10:48:00 +0000 2017
28453,When you order something for delivery on release date and @115830  just nonchalantly push it back a day without explanation or apology...,@122224 So sorry about the delay. We do aim to deliver by the delivery date given at the time the order was placed. ^KM,Wed Nov 01 10:47:29 +0000 2017
28455,@121284 my echo plus is on the way...... I am an existing prime user.. what will happen to the membership that is coming along with,@122225 Your prime membership would be extended by one year in this case. ^GS,Wed Nov 01 10:47:29 +0000 2017
28458,@120474 @1711 Usual ticket sale shambles. Very disappointing. Will have to try the general sale. Feel a bit misled.,@122226 Hi Percy. Please use this link to get in touch and we'll help: https://t.co/JzP7hlA23B ^RL,Wed Nov 01 10:47:00 +0000 2017
28460,@115830 customer service keep putting me on hold!!!!,@122105 Please keep us informed about the outcome of your call. ^MW,Wed Nov 01 10:47:00 +0000 2017
28463,@120474 Brighton keeps saying I have exceeded number of tickets. I’m asking for two! Help.,@122227 HI Gary. Please use this link to get in touch and we'll help: https://t.co/JzP7hlA23B ^RL,Wed Nov 01 10:46:00 +0000 2017
28465,@115850 @121284 the extended prime subscription that came with the echo does not reflect on my account. Pls help!,"@122228 We'd like to check this for you, kindly connect with us here: https://t.co/vlvfJr4nN9 ^SG",Wed Nov 01 10:46:00 +0000 2017
28469,@1811 E possibile di ricevere qualcosa nel primo di Novembre ?,@122229 Se hai già effettuato l'ordine su Amazon.it dovresti vedere la tracciabilità del pacco direttamente dal tuo account. ^MZ,Wed Nov 01 10:46:00 +0000 2017
28467,@AmazonHelp 2/2 lavorativo successo. Ma allora oggi e un giorno lavorativo per GLS o no? Sa? #GLS #Amazon,@122229 Ti confermo che la giornata di oggi non è considerata come lavorativa. A presto! ^FS,Wed Nov 01 11:06:00 +0000 2017
28471,@AmazonHelp Grazie Mille,@122229 Grazie a te! A presto! 🙂 ^VE,Wed Nov 01 11:10:28 +0000 2017
28474,@115850 @AmazonHelp Not able to make payment for order #408-8438988-8961968.Amount deducted 4 times &amp; still order not placed #worstservice,@122230 Please don't provide your order details as we consider it personal information. Our twitter page is visible to public.(2/2)^CB,Wed Nov 01 10:45:00 +0000 2017
28478,"@AmazonHelp Hello again Amazon, according to @122232 the problem is because you passed on my landline number and not my mobile for last two orders","@122231 Hi, please get in touch here https://t.co/JzP7hlA23B and we'll look into this for you. ^BM",Wed Nov 01 10:45:00 +0000 2017
28481,"@122232 Good morning, my last 2 deliveries from @115830  have not shown up in the App.  Has something changed?","@122231 Hi Alan, are you referring to the Amazon app? ^JJ",Tue Oct 31 09:10:25 +0000 2017
28879,@115850 - why did you guys stop giving the goodies pack when we join prime? It was smethng to look forward to.,"@122361 The Prime welcome card was promotional merchandise that we sent at Prime membership launch, which is discontinued now. ^AK",Wed Nov 01 11:13:01 +0000 2017
28456,@121284 @AmazonHelp thanks for the reply,@122225 No worries at all. Do let us know if you have any other concerns. ^MS,Wed Nov 01 11:13:00 +0000 2017
28882,@AmazonHelp I have booked a package to my office address. Actually every week Saturday is holiday but this week it's on Monday.(1/2),"@122362 Sreedhar, please get in touch with our support team here: https://t.co/vlvfJr4nN9 and we'll check this for you. ^HN",Wed Nov 01 11:10:03 +0000 2017
28886,@AmazonHelp Is there any action taken on my issue. Now it’s 3rd month and still struggling with amazon ! 🙄🙄🙄,@122363 You can check for our response here: https://t.co/DTSNmGldJf. Hope this helps. ^CB,Wed Nov 01 11:10:00 +0000 2017
28885,"@AmazonHelp I am getting same response past 2 months. I am asking for status, not a messages that u sent !",@122363 Please respond to the same email you've received from the Social Media team and we'll check this for you. ^HN,Wed Nov 01 11:23:29 +0000 2017
28888,"@AmazonHelp I have replied all ur emails. But, after last week no response on the status and didn’t get message from you today as u mentioned.","@122363 Apologies. Could you confirm If you are receiving emails from our team after you respond to them? If not, let us know. ^NK",Wed Nov 01 12:18:00 +0000 2017
28890,@AmazonHelp Yes. Without any change of content. Amazon is sending all emails with “apologize” and we will take action within 3-5 days for past 60 days,"@122363 Sorry for the inconvenience. Request you to respond to the email you've received from social media team, (1/2)^SU",Wed Nov 01 12:44:00 +0000 2017
28895,@AmazonHelp Thank you 😊,@122363 You're welcome. Do keep us posted if you've any further queries. :) ^MO,Thu Oct 26 15:49:00 +0000 2017
28897,@AmazonHelp Thanks. Updated the information on the given link. Is this again going to be 3-5 days?,@122363 Thank you for sharing the details. We'll check your concern and reach out to you at earliest. Rest assured. ^SV,Thu Oct 26 15:38:10 +0000 2017
28899,@115850 poor customer support and refund process take almost 2 months and still pending.,"@122363 Sorry to know about the delay in refund. Kindly fill in your details here: https://t.co/cllwXc2HeK, and I'll look into it. ^NR",Mon Oct 23 16:31:39 +0000 2017
28902,"@115850 @AmazonHelp @115821 
I am Prime Member &amp; Paid an Order Using Pay Balance but got this as Refund for a Cancelled Order What's This https://t.co/vuy3mKbAX3",@122364 Sorry for the trouble with the refund. We'd like to help. Kindly get in touch with us here: https://t.co/rS49hgaADF ^AK,Wed Nov 01 11:10:00 +0000 2017
28901,"@AmazonHelp Already contacted customer care but they said they doesn't know anything
It's 2017 update urself guys, still cheques",@122364 I'd like to take a closer look into it. Please fill in this form: https://t.co/GIJyeYqKE0 and I'll revert accordingly. ^AB,Wed Nov 01 11:33:00 +0000 2017
28905,@AmazonHelp 事情により一度返品依頼をしたのですが、やはり返品を辞めようと考えています。この場合、商品が届いたらそのまま受け取り使用しても問題ありませんか？クレジットでの支払いです,@122365 返品をキャンセルされたい場合は、そのまま商品をお受け取りいただくだけで結構でございます。＊別途手続きは不要です。TN,Wed Nov 01 11:09:01 +0000 2017
28907,@115821 7827823104 this is my register number.my id is not working.my 40000 rs stucks.plz unblcok,@122366 Please don’t provide account details as we consider them as personal info. Our Twitter page is visible to public. (2/2)^BS,Wed Nov 01 11:09:00 +0000 2017
28910,@AmazonHelp I cant get to this link bcoz it is saying to login amaozn aocunt.but my acount is on hold.plz unhold my account,"@122366 Apologies for the hassle. As the account is on hold, you should have received an email from our specialist team. ^HN",Wed Nov 01 11:47:59 +0000 2017
28912,@AmazonHelp Nd they want fax id proff.but i have different adress on my id proof,@122366 respond with required details for further assistance. 2/2 ^KH,Wed Nov 01 12:15:00 +0000 2017
28915,@AmazonHelp This is ur method of fraud.they said me to provide telephone bill..electricity bill.but i didnt have none of these,@122366 Please reply to their email with all the details. 2/2^MS,Wed Nov 01 12:32:30 +0000 2017
28918,@AmazonHelp Inconimg option not availble on the mail id,@122366 Kindly reply to the email you've received from our account specialist team for further assistance on this issue. (2/2) ^RI,Wed Nov 01 13:41:01 +0000 2017
28923,@AmazonHelp Sir u r making me fool.when i cant reply on that mail.everytimwe i will receive the same rpely https://t.co/i2uM1l3cSj,@122366 Please don’t provide account details as we consider them personal info. Our Twitter page is visible to public. (3/3)^BS,Wed Nov 01 14:27:24 +0000 2017
28928,@AmazonHelp __email__ is my register email id..it is bloked not repsse by ur https://t.co/9WDCBaW4P6 stuck,"@122366 Please don't provide your order details, as we consider it to be personal information. 2/2 ^AP",Mon Nov 06 11:22:27 +0000 2017
28931,@AmazonHelp Now plz reach me soon and call me refund my money,"@122366 Thank you for providing the details, Pardeep. We're working on it &amp; we'll get back to you with an update soon. ^SY",Mon Nov 06 12:06:33 +0000 2017
28933,@AmazonHelp Do fast it is taking so much time already,"@122366 I totally understand your frustration. As informed, we'll look into it and update you accordingly. ^AM",Mon Nov 06 14:27:26 +0000 2017
28913,@AmazonHelp I got d mail.but the r asking for mobile bill electricirty bill..but i have none of these.tranefr my money in bank,"@122366 I understand your concern. However, as you've received an email from our specialist team. I'd request you to 1/2 ^KH",Wed Nov 01 12:15:00 +0000 2017
28939,@117086 Preciso de uma máquina para o curso da minha filha!!! Mas após conversas fico sem resposta e o tempo de entrega é absurdo,"@122367 Olá Luisa, sinto muito o inconveniente, você tem entrado em contato com nosso SAC a respeito dessa situação? ^AZ",Wed Nov 01 11:08:00 +0000 2017
28942,コンビニにAmazonからの荷物が届いているが、受取方法のメールが届かない不具合,@122368 認証キーは店舗に商品が届いてからお知らせのEメールが送信されるまで時間差がございます。https://t.co/3AmnOAl1SD  なお、数時間経過しても未着の場合は以下よりお問い合わせください。https://t.co/J6YEizo6qC  SM,Wed Nov 01 11:07:00 +0000 2017
28944,"またやられた。
届きませんよAmazonさん。
いや、Amazonを責めるのは違うな。
10月27日に発送されて11月1日に届かないって何事？😡
4日もありゃ届くでしょ😭",@122369 Amazonが発送する商品の場合は以下のリンクよりカスタマーサービスにお問い合わせください。https://t.co/J6YEizo6qC 出品者が発送する商品の場合は、出品者にお問い合わせください。https://t.co/ZXCXcbN3Tv TN,Wed Nov 01 11:06:30 +0000 2017
28947,"@AmazonHelp Dear amazone, one of my order is not delivered 
Philips head phone with mic 
please take as priority
I am not happy to your delivery boy","@122370 As mentioned earlier, please share your details in the link provided to you previously. ^SC",Wed Nov 01 11:06:29 +0000 2017
28949,"@AmazonHelp 9990776470
__email__","@122370 Please don't provide your order details, we consider it personal information. Our Twitter page is visible to public. ^HA",Tue Oct 31 13:12:00 +0000 2017
28952,@AmazonHelp Please take action again delivery boy this is my first time with amazone feeling such like of experience and please also tell what action,"@122370 We'd like to look into this and help, kindly share your details here: https://t.co/GIJyeYqKE0, and we'll reach out to you. ^MA",Tue Oct 31 12:44:34 +0000 2017
28955,@115850 Today is my bad experience with your deliveryboy who is use abusive languagesas maadar chod bahan chod he crying out my order,@122370 I'm sorry for the unpleasant experience. Have you reported this to our support team here: https://t.co/vlvfJr4nN9 ? ^AU,Tue Oct 31 11:58:28 +0000 2017
28958,@115850 y there ll be quiz when u can't keep up with prizes @1843 and giving lengthy of explanation,"@122371 Sorry for any hassles, Kaushik. We do have prizes for the contests, could you elaborate on your concern? ^MS",Wed Nov 01 11:03:00 +0000 2017
28957,@AmazonHelp Sir pls update ur page abt prizes !! Or it seems to be a gimmick for us..,"@122371 Are you looking for the results of the iPhone Quiz? If yes, kindly tell us more on this. ^SG",Wed Nov 01 11:56:00 +0000 2017
28962,@AmazonHelp Sir tats should be updated in page pls make sure to update all winners regularly tat way it seems u can get trust more,"@122371 Thank you for your feedback, Kaushik. I will have it forwarded to the concerned team internally. ^KS",Wed Nov 01 14:47:50 +0000 2017
28966,"@115850 @115851 @1840 pathetic service for Amazon business, bihmsen service representative can't even put me touch with manager.",@122372 Sorry for the trouble. Please share your details here: https://t.co/GIJyeYqKE0 &amp; we'll get in touch with you soon. ^BS,Wed Nov 01 10:59:35 +0000 2017
29472,"tracked the @115830 driver going around in circles today, not able to find the Royal mail office with 50 bright red vans in the car park. got a ""failed to deliver"" message.","@122478 I'm sorry we weren't able to deliver your parcel! We'd like to help! When you have the time, please reach out to us here: https://t.co/JzP7hlA23B for more assistance with this. ^TK",Wed Nov 22 17:32:32 +0000 2017
29471,"@AmazonHelp Thank you, I have just received a message for a re-delivery, so I presume that will be a different driver, I have also left extra instructions, thank you for your quick response and concern.",@122478 Thank you very much for the update. Glad everything was sorted out. Hope you receive your order soon. Keep us posted. ^CO,Wed Nov 22 17:49:30 +0000 2017
29474,"@AmazonHelp watching the driver drive away from the delivery point for the third time, this is unbelievable! other Amazon drivers have been there hundreds of times.,",@122478 We want our team to investigate this further with you. Please reach out to us using this secure link: https://t.co/dgeFlnJ2hP ^GR,Thu Nov 23 18:18:00 +0000 2017
29483,"OrderId 407-5786974-7485166
Ordered a washing machine and it was defected! No one came for taking it back. https://t.co/ZebNluoneI",@122482 Please don't provide your order details as we consider it personal information. Our twitter page is visible to public.(2/2)^CB,Wed Nov 01 11:28:52 +0000 2017
29486,@AmazonHelp I’d have to PM you,"@122483 Hi, you can DM us here with more info. ^TS https://t.co/1XyLaGkcaN",Wed Nov 01 11:26:54 +0000 2017
29488,@AmazonHelp Yes may I suggest you look at this issue,"@122483 Without giving account specifics, can you tell us a little more about the issue you're experiencing? ^AN",Mon Oct 30 15:46:17 +0000 2017
29490,@117634 you need to sort out app on phones syncing problems,@122483 Sorry about this! Have you tried any troubleshooting steps like restarting the device or logging out and back in? ^QJ,Sun Oct 29 23:15:32 +0000 2017
29493,C’est quoi ce favoritisme à 2 balles là ? Dc si je veux le film je dois prendre un abonnement à Amazon Prime pr 49€ environ ?? @120533 https://t.co/Dq9OGOHglh,"@122484 Bonjour, Il se peut qu'un article réservé exclusivement aux membres du programme Prime, redevienne disponible pour tous les clients.",Wed Nov 01 11:26:24 +0000 2017
29492,@AmazonHelp Et pourquoi il est réservé exclusivement aux membres Prime pendant un petit moment ?,@122484 Nous ne manquerons pas de remonter votre remarque au département concérné afin de contribuer à l'amélioration de nos services.^ARC,Wed Nov 01 11:43:37 +0000 2017
29495,@AmazonHelp C’est pas ce que j’ai demandé.. mais merci quand même de votre part 😂😉👍,@122484 Merci pour votre compréhension. ^FA,Wed Nov 01 11:59:50 +0000 2017
29500,@AmazonHelp Of course I have!,"@122485 Hi, did we provide a time line for when you should expect an update? ^TS",Wed Nov 01 11:25:09 +0000 2017
29498,@AmazonHelp I was told I would get a call back from Angelica who was dealing with my complaint on 28th October,@122485 Feedback for your complaint can be directed to our leadership via the email survey form you received after the contact. ^EM,Wed Nov 01 11:44:43 +0000 2017
29502,@AmazonHelp I already completed that servey and provided poor feedback.,@122485 There would have been an option to receive another call back. Did you select that? ^PK,Wed Nov 01 11:52:30 +0000 2017
29504,@AmazonHelp Yes. I also emailed it and wrote it on the two feedback forms I received,"@122485 Please give us another call, Amber. We would like to talk further with you about your complaint. ^EM",Wed Nov 01 11:57:33 +0000 2017
29510,Still waiting for @115830 to call me regarding my complaint about their poor Prime service. Was supposed to happen on 28/10/17... 😡,@122485 I'm sorry to hear this! Have you checked for any e-mails indicating they haven't been able to reach you? ^MJ,Wed Nov 01 11:22:00 +0000 2017
29512,"This is very sad to say that being a happy cust. this time had worst experience on returns. Yet not able to return.
@115850 @AmazonHelp",@122482 Could you please tell us more about the issue for better understanding? ^HN,Wed Nov 01 11:24:30 +0000 2017
29516,"@115850 WTF! IT'S NOT POSSIBLE TO CONNECT TO YOUR CS TEAM, EITHER ON 180030009009 OR THROUGH THE APP","@122486 That seems odd. Any particular error, you are seeing? Do let us know. ^CB",Wed Nov 01 11:23:00 +0000 2017
29514,"@AmazonHelp Yes, try dialing 180030009009, select any option, IVR would say use the app the call will disconnect.",@122486 You can connect with our team using this link: https://t.co/vlvfJr4nN9 select the issue codes given and you 1/2 ^KH,Wed Nov 01 14:45:32 +0000 2017
29515,"@AmazonHelp Then try using the app, select language as English, IVR would state the unnecessary status info about the last the order, no further options","@122486 Sorry to learn that, please contact us here: https://t.co/rS49hgaADF so that we can assist you accordingly. ^SU",Wed Nov 01 14:52:30 +0000 2017
29522,"@AmazonHelp Using my own brain, I selected a different language and after multiple attempts I was able to reach a human voice.",@122486 Apologies for the trouble. We'll consider this instance as feedback and will work on it for improvements. ^SU,Wed Nov 01 16:37:39 +0000 2017
29526,助けてAmazon！！,@122487 失礼いたします、Amazon公式ヘルプアカウントです。当サイトのご利用でお困りでしょうか。いかがなされましたか？　SM,Wed Nov 01 11:22:30 +0000 2017
29525,@AmazonHelp リプライありがとうございます。コミネのネオプレーンハンドルウォーマーを購入したところ左右一組ではなく左が二つのものが届いてしまいました。開封してから気付いてしまったのですが返品、交換したいのですがこの場合どうすればよいでしょうか？,@122487 ご迷惑をお掛けし申し訳ございません。お届けした時点で問題があった場合は、開封後でも返品・交換（可能な商品のみ）は可能です。誠に恐れ入りますが、リンクを参照の上、お手続きください。https://t.co/TYbxdUDknb TN,Wed Nov 01 11:29:56 +0000 2017
29529,@AmazonHelp ありがとうございます。手続きしました。,@122487 恐れ入ります。このたびは、ご迷惑をお掛けし誠に申し訳ございませんでした。TN,Wed Nov 01 11:37:25 +0000 2017
29533,@115830 you really need to sort out your customer service!!!  5 phone calls and I'm still banging my head against a brick wall.,"@122488 Oh my! I'm sorry for the poor experience. Without sharing personal information, can you tell us more about what's going on? ^AL",Wed Nov 01 11:21:00 +0000 2017
29532,@AmazonHelp Subscribe &amp;save delivery stating delivered but not received.  Want a redelivery but not getting very far.,@122488 Have you tried getting in touch here: https://t.co/JzP7hlA23B? ^BM,Wed Nov 01 11:34:00 +0000 2017
29535,@AmazonHelp Yes how else could I have called you 5 times regarding this?,"@122488 When you spoke with our support team, what options were we able to explore with you? ^WM",Wed Nov 01 17:34:00 +0000 2017
29537,@AmazonHelp Had notification of 3rd item being refunded.  Nothing for remaining 2 items,"@122488 I understand, Alisa. Are you able to see the remaining replacements in your order history here: https://t.co/aaDyEz1VgE. ^SK",Wed Nov 01 17:54:36 +0000 2017
29540,@AmazonHelp The remaining items are still showing as delivered.  They have not been refunded or replaced,"@122488 Apologies, please contact us once more here: https://t.co/JzP7hlA23B so an agent can look into this for you. ^JJ",Thu Nov 02 08:04:28 +0000 2017
29542,@AmazonHelp Seriously a 6th time? 😢😢😢😢 Losing the will to live will make contact after some sleep.,@122488 Thanks Ailsa- Please let us know how it goes and if there is any issue. ^NV,Thu Nov 02 08:19:29 +0000 2017
29545,@115850 bought #amazonprime subscription on 16.10.17 under 100% #cashback offer.nothing has been credited to my amazon a/c. pls. help,@122489 Sorry for the hassle. Please report this to our support team here: https://t.co/vlvfJr4nN9 and we'll check this. ^HN,Wed Nov 01 11:20:30 +0000 2017
29564,@AmazonHelp Hey guys! Just downloaded the #Alexa app but unable to finish the set up after this stage. I connected my phone to the Amazon wifi. 1/2 https://t.co/pvVYFKAVSx,@122492 Sorry for the hassle. Please connect with our support team here: https://t.co/HQhpS2qeEd for a better assistance. ^MS,Wed Nov 01 11:18:28 +0000 2017
29568,"Hey @115850 , since you have launched echo and tap in india. Time to get #alexa working too, please. @115821 @116935",@122492 The Alexa app will be available in the App Store / Play Store when the devices start shipping the week of Oct 30.^HR,Thu Oct 26 07:50:32 +0000 2017
29570,@115850 wht do I understand by one-day delivery in office address when the time slot mentioned is 10 a.m - 5 p.m? Also get some trained CC,@122493 We would like to help you. Please share your details with us here: https://t.co/GIJyeYqKE0. We'll get in touch shortly.^CB,Wed Nov 01 11:15:29 +0000 2017
29573,@115850  Having issue with EMI  in my order..where to contact.kindly help..,@122494 Sorry about the issue with EMI. Please report this to our support team here: https://t.co/vlvfJr4nN9 &amp; we'll help you. ^BS,Wed Nov 01 11:15:00 +0000 2017
29572,@AmazonHelp Horrible response form your team still unable to solve the Issue....can someone call me on +91 9096377143...,"@122494 Please don't provide your order details, we consider it to be personal information. Our page is visible to public. (2/2) ^RI",Wed Nov 01 13:31:31 +0000 2017
29577,@115850 Can you please deliver my order a little quick! Please!,"@122495 Swaroop, we ship the items to meet the estimated date of the order, kindly wait till the estimates provided. ^MS",Wed Nov 01 11:14:35 +0000 2017
29662,@115833 my echo keeps telling me that I need to link my premium spotify account to play music from there but I have already done that. Can you help?,"@122516 We're here to help, Eric! Have you had the chance to review these helpful tips: https://t.co/KWtq9zzjUW? Please let us know if this helps! ^VB",Thu Nov 30 19:47:00 +0000 2017
29661,@AmazonHelp Ya I've done that already and it's still telling me I need to link my account...,"@122516 OK try this:  ask ""Alexa Spotify connect""she will reply with  something like ""choose echo from Spotify connect list""  then you can go into your Spotify app and choose echo under device list. Let us know if this helps. I know it is not a link but it may help you! ^DJ",Thu Nov 30 20:01:26 +0000 2017
29664,"@AmazonHelp thanks DJ, that did allow me to play music now using spotify as if it was a bluetooth speaker but I was really hoping to link it for voice control, etc. Could it be that my wife is the echo account owner? I feel like that shouldn't have an effect tho...","@122516 Thanks for the additional information, Eric! We'd like to take a look into this with you. When you get a moment, please contact us via chat or phone: https://t.co/hApLpMlfHN ^SW",Thu Nov 30 20:25:43 +0000 2017
29666,"@AmazonHelp ok, I'll head over there. Thanks!",@122516 You're welcome!😁 ^AX,Thu Nov 30 20:39:25 +0000 2017
29944,"2 months later, 5 phone calls, speaking to an upper level manager and I still haven't received access to my @115821 account. COOL GUYS.",@122588 I'm sorry to hear that Heather. Have you been given any advice since the issue began? ^DC,Wed Nov 01 11:43:37 +0000 2017
29943,@AmazonHelp I was told I'd receive an email to reset my password since my account was hacked and 5 phone calls later nothing.,@122588 Have you checked your junk/spam folders to make sure the e-mails aren't getting filtered out? ^MJ,Wed Nov 01 11:47:28 +0000 2017
29946,@AmazonHelp  https://t.co/b5RacHAicP,@122588 Please provide a few more details and a member of my team will personally look into this further: https://t.co/N3eoiSF1lL ^SD,Wed Nov 01 12:05:32 +0000 2017
29948,@AmazonHelp I can't log in to my account to even do that. That's the issue. I have Zero access cause it's been hacked.,"@122588 No problem, Heather! Below the Sign In button there is the option to Skip Sign In. Click on that since you don't have access.",Wed Nov 01 12:55:28 +0000 2017
29950,@AmazonHelp Sent.,"@122588 We just received the form, Heather! Someone will contact you soon! ^AD",Wed Nov 01 13:37:32 +0000 2017
29954,@116316 wieviele leute können gleichzeitig bei einem amazon prime abo die videos ansehen ?,@122589 Es können zwei Titel gleichzeitig geschaut werden. Aber nicht der gleiche Titel parallel auf zwei Geräten. ^AN,Wed Nov 01 11:41:11 +0000 2017
29953,@AmazonHelp thx 👍,@122589 Gerne! ^DW,Wed Nov 01 11:50:31 +0000 2017
29958,アマゾンからの荷物が届いていたので、てっきり先日注文した某書物だろう、と思ったら・・先月届いたものと同じものがなぜかもう一冊届いた不思議(?_?)　注文履歴見ても一度しか注文してないのになんでなんだろう・・,@122590 ご迷惑をお掛けしております。恐れ入りますが、「発送元」はAmazonでしたでしょうか？それともAmazonマーケットプレイスの出品者でしたでしょうか？TN,Wed Nov 01 11:40:27 +0000 2017
29957,@AmazonHelp こんばんは。今回は前者です。,@122590 ご迷惑をお掛けし申し訳ございません。詳細を確認した上でご案内させていただきますので、恐れ入りますが、リンクよりカスタマーサービスにお問い合わせください。https://t.co/J6YEizo6qC TN,Wed Nov 01 12:04:32 +0000 2017
